station,event_id,start_timestamp,end_timestamp,duration_hours,actual_mean,actual_peak,peak_timestamp
Guanyuan,58,2017-02-11T22:00:00,2017-02-11T22:00:00,1,283.0,283.0,2017-02-11T22:00:00
Guanyuan,59,2017-02-15T15:00:00,2017-02-16T06:00:00,16,260.875,286.0,2017-02-15T20:00:00
Gucheng,1,2016-03-03T10:00:00,2016-03-04T22:00:00,37,338.837838,406.0,2016-03-03T20:00:00
Gucheng,2,2016-03-16T13:00:00,2016-03-18T11:00:00,47,336.87234,399.0,2016-03-17T01:00:00
Gucheng,3,2016-03-31T16:00:00,2016-03-31T16:00:00,1,264.0,264.0,2016-03-31T16:00:00
Gucheng,4,2016-04-06T18:00:00,2016-04-06T18:00:00,1,245.0,245.0,2016-04-06T18:00:00
Gucheng,5,2016-04-06T22:00:00,2016-04-06T22:00:00,1,245.0,245.0,2016-04-06T22:00:00
Gucheng,6,2016-04-09T14:00:00,2016-04-09T15:00:00,2,305.5,310.0,2016-04-09T15:00:00
Gucheng,7,2016-04-13T14:00:00,2016-04-13T14:00:00,1,249.0,249.0,2016-04-13T14:00:00
Gucheng,8,2016-04-30T13:00:00,2016-04-30T13:00:00,1,249.0,249.0,2016-04-30T13:00:00
Gucheng,9,2016-05-01T20:00:00,2016-05-01T20:00:00,1,255.0,255.0,2016-05-01T20:00:00
Gucheng,10,2016-05-06T01:00:00,2016-05-06T02:00:00,2,275.0,296.0,2016-05-06T01:00:00
Gucheng,11,2016-06-08T21:00:00,2016-06-09T00:00:00,4,259.25,272.0,2016-06-08T23:00:00
Gucheng,12,2016-09-24T20:00:00,2016-09-25T00:00:00,5,257.6,262.0,2016-09-24T22:00:00
Gucheng,13,2016-09-25T02:00:00,2016-09-25T04:00:00,3,250.666667,254.0,2016-09-25T02:00:00
Gucheng,14,2016-10-13T20:00:00,2016-10-13T21:00:00,2,245.5,246.0,2016-10-13T21:00:00
Gucheng,15,2016-10-14T11:00:00,2016-10-15T03:00:00,17,326.176471,378.0,2016-10-14T21:00:00
Gucheng,16,2016-10-15T10:00:00,2016-10-15T12:00:00,3,251.666667,254.0,2016-10-15T12:00:00
Gucheng,17,2016-10-15T20:00:00,2016-10-15T22:00:00,3,252.666667,255.0,2016-10-15T20:00:00
Gucheng,18,2016-10-19T14:00:00,2016-10-20T05:00:00,16,304.6875,343.0,2016-10-19T16:00:00
Gucheng,19,2016-11-03T15:00:00,2016-11-03T16:00:00,2,266.5,286.0,2016-11-03T15:00:00
Gucheng,20,2016-11-03T18:00:00,2016-11-04T02:00:00,9,281.666667,310.0,2016-11-03T20:00:00
Gucheng,21,2016-11-04T10:00:00,2016-11-04T20:00:00,11,313.454545,385.0,2016-11-04T16:00:00
Gucheng,22,2016-11-05T00:00:00,2016-11-05T00:00:00,1,251.0,251.0,2016-11-05T00:00:00
Gucheng,23,2016-11-05T20:00:00,2016-11-05T20:00:00,1,247.0,247.0,2016-11-05T20:00:00
Gucheng,24,2016-11-18T17:00:00,2016-11-19T00:00:00,8,255.0,265.0,2016-11-18T18:00:00
Gucheng,25,2016-11-19T19:00:00,2016-11-19T21:00:00,3,270.666667,276.0,2016-11-19T21:00:00
Gucheng,26,2016-11-25T19:00:00,2016-11-26T04:00:00,10,348.9,419.0,2016-11-25T23:00:00
Gucheng,27,2016-11-26T10:00:00,2016-11-26T23:00:00,14,342.357143,452.0,2016-11-26T19:00:00
Gucheng,28,2016-12-03T18:00:00,2016-12-04T04:00:00,11,330.272727,376.0,2016-12-03T21:00:00
Gucheng,29,2016-12-04T11:00:00,2016-12-04T12:00:00,2,268.0,270.0,2016-12-04T11:00:00
Gucheng,30,2016-12-04T21:00:00,2016-12-04T23:00:00,3,259.0,271.0,2016-12-04T22:00:00
Gucheng,31,2016-12-07T16:00:00,2016-12-07T16:00:00,1,249.0,249.0,2016-12-07T16:00:00
Gucheng,32,2016-12-08T01:00:00,2016-12-08T04:00:00,4,256.75,263.0,2016-12-08T03:00:00
Gucheng,33,2016-12-12T10:00:00,2016-12-12T12:00:00,3,246.0,247.0,2016-12-12T11:00:00
Gucheng,34,2016-12-12T15:00:00,2016-12-12T21:00:00,7,259.571429,272.0,2016-12-12T20:00:00
Gucheng,35,2016-12-16T18:00:00,2016-12-16T20:00:00,3,271.666667,283.0,2016-12-16T18:00:00
Gucheng,36,2016-12-17T17:00:00,2016-12-17T20:00:00,4,273.25,285.0,2016-12-17T18:00:00
Gucheng,37,2016-12-18T14:00:00,2016-12-18T23:00:00,10,279.9,312.0,2016-12-18T20:00:00
Gucheng,38,2016-12-19T19:00:00,2016-12-19T20:00:00,2,262.0,275.0,2016-12-19T20:00:00
Gucheng,39,2016-12-20T04:00:00,2016-12-22T00:00:00,45,492.511111,646.0,2016-12-20T14:00:00
Gucheng,40,2016-12-30T16:00:00,2016-12-31T00:00:00,9,333.222222,395.0,2016-12-30T21:00:00
Gucheng,41,2016-12-31T12:00:00,2017-01-02T02:00:00,39,469.769231,608.0,2017-01-01T16:00:00
Gucheng,42,2017-01-02T12:00:00,2017-01-02T16:00:00,5,299.8,317.0,2017-01-02T14:00:00
Gucheng,43,2017-01-03T02:00:00,2017-01-03T03:00:00,2,249.5,250.0,2017-01-03T03:00:00
Gucheng,44,2017-01-03T15:00:00,2017-01-04T08:00:00,18,508.611111,677.0,2017-01-04T00:00:00
Gucheng,45,2017-01-04T10:00:00,2017-01-04T15:00:00,6,400.666667,568.0,2017-01-04T14:00:00
Gucheng,46,2017-01-04T17:00:00,2017-01-05T12:00:00,20,369.0,586.0,2017-01-04T20:00:00
Gucheng,47,2017-01-07T10:00:00,2017-01-07T10:00:00,1,256.0,256.0,2017-01-07T10:00:00
Gucheng,48,2017-01-25T22:00:00,2017-01-26T00:00:00,3,247.0,248.0,2017-01-25T23:00:00
Gucheng,49,2017-01-26T05:00:00,2017-01-26T12:00:00,8,261.0,275.0,2017-01-26T07:00:00
Gucheng,50,2017-01-27T22:00:00,2017-01-28T12:00:00,15,450.533333,767.0,2017-01-28T02:00:00
Gucheng,51,2017-01-28T19:00:00,2017-01-28T23:00:00,5,264.4,296.0,2017-01-28T21:00:00
Gucheng,52,2017-02-03T17:00:00,2017-02-04T03:00:00,11,297.727273,350.0,2017-02-03T22:00:00
Gucheng,53,2017-02-04T05:00:00,2017-02-04T19:00:00,15,306.333333,391.0,2017-02-04T18:00:00
Gucheng,54,2017-02-11T22:00:00,2017-02-11T22:00:00,1,284.0,284.0,2017-02-11T22:00:00
Gucheng,55,2017-02-15T15:00:00,2017-02-16T08:00:00,18,273.666667,297.0,2017-02-15T20:00:00
Huairou,1,2016-03-03T11:00:00,2016-03-04T22:00:00,36,343.611111,449.0,2016-03-04T19:00:00
Huairou,2,2016-03-16T15:00:00,2016-03-18T10:00:00,44,289.886364,355.0,2016-03-17T20:00:00
Huairou,3,2016-03-31T22:00:00,2016-03-31T22:00:00,1,274.0,274.0,2016-03-31T22:00:00
Huairou,4,2016-04-13T09:00:00,2016-04-13T14:00:00,6,267.333333,283.0,2016-04-13T12:00:00
Huairou,5,2016-05-06T00:00:00,2016-05-06T02:00:00,3,297.0,345.0,2016-05-06T01:00:00
Huairou,6,2016-10-14T11:00:00,2016-10-15T02:00:00,16,307.0625,379.0,2016-10-14T20:00:00
Huairou,7,2016-10-19T10:00:00,2016-10-19T12:00:00,3,247.333333,251.0,2016-10-19T12:00:00
Huairou,8,2016-10-19T14:00:00,2016-10-20T00:00:00,11,280.545455,321.0,2016-10-19T17:00:00
Huairou,9,2016-10-20T02:00:00,2016-10-20T02:00:00,1,246.0,246.0,2016-10-20T02:00:00
Huairou,10,2016-11-03T16:00:00,2016-11-04T00:00:00,9,286.333333,323.0,2016-11-03T18:00:00
Huairou,11,2016-11-04T11:00:00,2016-11-04T16:00:00,6,280.0,308.0,2016-11-04T15:00:00
Huairou,12,2016-11-04T18:00:00,2016-11-04T19:00:00,2,271.0,274.0,2016-11-04T18:00:00
Huairou,13,2016-11-26T19:00:00,2016-11-26T20:00:00,2,268.0,279.0,2016-11-26T20:00:00
Huairou,14,2016-12-03T18:00:00,2016-12-04T02:00:00,9,312.333333,428.0,2016-12-03T19:00:00
Huairou,15,2016-12-12T19:00:00,2016-12-12T19:00:00,1,258.0,258.0,2016-12-12T19:00:00
Huairou,16,2016-12-19T22:00:00,2016-12-20T00:00:00,3,315.333333,358.0,2016-12-19T23:00:00
Huairou,17,2016-12-20T03:00:00,2016-12-22T05:00:00,51,354.901961,493.0,2016-12-21T22:00:00
Huairou,18,2017-01-01T00:00:00,2017-01-01T01:00:00,2,301.5,324.0,2017-01-01T00:00:00
Huairou,19,2017-01-01T03:00:00,2017-01-02T05:00:00,27,407.0,558.0,2017-01-01T18:00:00
Huairou,20,2017-01-02T19:00:00,2017-01-02T22:00:00,4,273.25,307.0,2017-01-02T21:00:00
Huairou,21,2017-01-03T20:00:00,2017-01-03T22:00:00,3,292.0,319.0,2017-01-03T21:00:00
Huairou,22,2017-01-04T00:00:00,2017-01-04T01:00:00,2,261.0,269.0,2017-01-04T01:00:00
Huairou,23,2017-01-04T17:00:00,2017-01-05T14:00:00,22,304.363636,393.0,2017-01-04T22:00:00
Huairou,24,2017-01-26T10:00:00,2017-01-26T10:00:00,1,251.0,251.0,2017-01-26T10:00:00
Huairou,25,2017-01-26T13:00:00,2017-01-26T14:00:00,2,270.5,284.0,2017-01-26T13:00:00
Huairou,26,2017-01-27T22:00:00,2017-01-27T22:00:00,1,290.0,290.0,2017-01-27T22:00:00
Huairou,27,2017-01-28T01:00:00,2017-01-28T02:00:00,2,435.0,556.0,2017-01-28T01:00:00
Huairou,28,2017-01-28T20:00:00,2017-01-28T20:00:00,1,246.0,246.0,2017-01-28T20:00:00
Huairou,29,2017-02-04T11:00:00,2017-02-04T20:00:00,10,265.4,304.0,2017-02-04T20:00:00
Huairou,30,2017-02-14T19:00:00,2017-02-14T20:00:00,2,252.0,253.0,2017-02-14T20:00:00
Nongzhanguan,1,2016-03-02T05:00:00,2016-03-02T05:00:00,1,248.0,248.0,2016-03-02T05:00:00
Nongzhanguan,2,2016-03-03T05:00:00,2016-03-03T06:00:00,2,259.0,262.0,2016-03-03T05:00:00
Nongzhanguan,3,2016-03-03T09:00:00,2016-03-04T22:00:00,38,332.131579,409.0,2016-03-04T00:00:00
Nongzhanguan,4,2016-03-16T12:00:00,2016-03-16T14:00:00,3,261.0,268.0,2016-03-16T14:00:00
Nongzhanguan,5,2016-03-16T16:00:00,2016-03-17T00:00:00,9,267.222222,299.0,2016-03-16T21:00:00
Nongzhanguan,6,2016-03-17T09:00:00,2016-03-18T11:00:00,27,307.703704,367.0,2016-03-18T03:00:00
Nongzhanguan,7,2016-03-31T13:00:00,2016-03-31T15:00:00,3,267.666667,289.0,2016-03-31T14:00:00
Nongzhanguan,8,2016-04-05T14:00:00,2016-04-05T14:00:00,1,250.0,250.0,2016-04-05T14:00:00
Nongzhanguan,9,2016-04-05T17:00:00,2016-04-05T17:00:00,1,281.0,281.0,2016-04-05T17:00:00
Nongzhanguan,10,2016-04-07T03:00:00,2016-04-07T06:00:00,4,268.75,290.0,2016-04-07T04:00:00
Nongzhanguan,11,2016-04-13T10:00:00,2016-04-13T14:00:00,5,275.8,296.0,2016-04-13T12:00:00
Nongzhanguan,12,2016-04-21T10:00:00,2016-04-21T10:00:00,1,267.0,267.0,2016-04-21T10:00:00
Nongzhanguan,13,2016-04-30T02:00:00,2016-04-30T02:00:00,1,246.0,246.0,2016-04-30T02:00:00
Nongzhanguan,14,2016-05-01T20:00:00,2016-05-01T20:00:00,1,251.0,251.0,2016-05-01T20:00:00
Nongzhanguan,15,2016-05-06T01:00:00,2016-05-06T02:00:00,2,265.5,283.0,2016-05-06T02:00:00
Nongzhanguan,16,2016-07-04T04:00:00,2016-07-04T05:00:00,2,265.0,273.0,2016-07-04T04:00:00
Nongzhanguan,17,2016-07-30T15:00:00,2016-07-30T15:00:00,1,251.0,251.0,2016-07-30T15:00:00
Nongzhanguan,18,2016-09-25T00:00:00,2016-09-25T03:00:00,4,246.75,250.0,2016-09-25T01:00:00
Nongzhanguan,19,2016-10-02T21:00:00,2016-10-02T21:00:00,1,249.0,249.0,2016-10-02T21:00:00
Nongzhanguan,20,2016-10-13T20:00:00,2016-10-14T04:00:00,9,261.222222,271.0,2016-10-14T02:00:00
Nongzhanguan,21,2016-10-14T11:00:00,2016-10-14T11:00:00,1,263.0,263.0,2016-10-14T11:00:00
Nongzhanguan,22,2016-10-14T14:00:00,2016-10-14T14:00:00,1,263.0,263.0,2016-10-14T14:00:00
Nongzhanguan,23,2016-10-19T11:00:00,2016-10-19T19:00:00,9,280.111111,307.0,2016-10-19T14:00:00
Nongzhanguan,24,2016-11-03T15:00:00,2016-11-04T01:00:00,11,273.545455,304.0,2016-11-03T15:00:00
Nongzhanguan,25,2016-11-04T11:00:00,2016-11-04T18:00:00,8,291.5,348.0,2016-11-04T14:00:00
Nongzhanguan,26,2016-11-04T22:00:00,2016-11-05T00:00:00,3,264.0,271.0,2016-11-04T23:00:00
Nongzhanguan,27,2016-11-10T00:00:00,2016-11-10T00:00:00,1,246.0,246.0,2016-11-10T00:00:00
Nongzhanguan,28,2016-11-18T19:00:00,2016-11-18T20:00:00,2,260.5,273.0,2016-11-18T20:00:00
Nongzhanguan,29,2016-11-25T19:00:00,2016-11-26T11:00:00,17,325.0,359.0,2016-11-26T06:00:00
Nongzhanguan,30,2016-11-26T14:00:00,2016-11-26T15:00:00,2,252.5,254.0,2016-11-26T15:00:00
Nongzhanguan,31,2016-11-26T19:00:00,2016-11-27T03:00:00,9,295.222222,333.0,2016-11-27T00:00:00
Nongzhanguan,32,2016-12-03T02:00:00,2016-12-03T02:00:00,1,258.0,258.0,2016-12-03T02:00:00
Nongzhanguan,33,2016-12-03T15:00:00,2016-12-04T10:00:00,20,430.15,554.0,2016-12-03T23:00:00
Nongzhanguan,34,2016-12-04T20:00:00,2016-12-04T23:00:00,4,260.0,270.0,2016-12-04T21:00:00
Nongzhanguan,35,2016-12-11T22:00:00,2016-12-12T02:00:00,5,265.8,271.0,2016-12-12T00:00:00
Nongzhanguan,36,2016-12-16T19:00:00,2016-12-16T21:00:00,3,252.666667,258.0,2016-12-16T20:00:00
Nongzhanguan,37,2016-12-17T01:00:00,2016-12-17T02:00:00,2,253.5,256.0,2016-12-17T02:00:00
Nongzhanguan,38,2016-12-17T14:00:00,2016-12-18T07:00:00,18,330.388889,385.0,2016-12-17T22:00:00
Nongzhanguan,39,2016-12-18T18:00:00,2016-12-19T05:00:00,12,289.5,355.0,2016-12-19T03:00:00
Nongzhanguan,40,2016-12-19T19:00:00,2016-12-22T03:00:00,57,362.842105,487.0,2016-12-20T00:00:00
Nongzhanguan,41,2016-12-29T22:00:00,2016-12-30T02:00:00,5,387.0,429.0,2016-12-30T00:00:00
Nongzhanguan,42,2016-12-30T04:00:00,2016-12-30T05:00:00,2,316.5,328.0,2016-12-30T04:00:00
Nongzhanguan,43,2016-12-30T18:00:00,2016-12-31T07:00:00,14,354.214286,404.0,2016-12-31T03:00:00
Nongzhanguan,44,2016-12-31T15:00:00,2017-01-02T01:00:00,35,439.142857,558.0,2017-01-01T15:00:00
Nongzhanguan,45,2017-01-02T03:00:00,2017-01-02T04:00:00,2,384.5,393.0,2017-01-02T03:00:00
Nongzhanguan,46,2017-01-02T15:00:00,2017-01-02T16:00:00,2,268.5,272.0,2017-01-02T15:00:00
Nongzhanguan,47,2017-01-03T00:00:00,2017-01-04T23:00:00,48,389.645833,579.0,2017-01-04T03:00:00
Nongzhanguan,48,2017-01-05T06:00:00,2017-01-05T11:00:00,6,274.5,284.0,2017-01-05T07:00:00
Nongzhanguan,49,2017-01-06T10:00:00,2017-01-06T12:00:00,3,284.333333,300.0,2017-01-06T11:00:00
Nongzhanguan,50,2017-01-06T21:00:00,2017-01-07T06:00:00,10,269.3,297.0,2017-01-07T05:00:00
Nongzhanguan,51,2017-01-25T22:00:00,2017-01-26T12:00:00,15,298.8,339.0,2017-01-26T03:00:00
Nongzhanguan,52,2017-01-27T22:00:00,2017-01-28T11:00:00,14,468.285714,835.0,2017-01-28T02:00:00
Nongzhanguan,53,2017-01-28T21:00:00,2017-01-29T01:00:00,5,273.6,287.0,2017-01-28T23:00:00
Nongzhanguan,54,2017-02-03T01:00:00,2017-02-03T01:00:00,1,263.0,263.0,2017-02-03T01:00:00
Nongzhanguan,55,2017-02-03T03:00:00,2017-02-03T03:00:00,1,245.0,245.0,2017-02-03T03:00:00
Nongzhanguan,56,2017-02-03T19:00:00,2017-02-04T19:00:00,25,320.2,378.0,2017-02-04T08:00:00
Nongzhanguan,57,2017-02-11T22:00:00,2017-02-12T03:00:00,6,328.333333,529.0,2017-02-11T22:00:00
Nongzhanguan,58,2017-02-14T22:00:00,2017-02-15T01:00:00,4,255.25,260.0,2017-02-14T23:00:00
Nongzhanguan,59,2017-02-15T04:00:00,2017-02-15T06:00:00,3,251.0,258.0,2017-02-15T04:00:00
Nongzhanguan,60,2017-02-15T10:00:00,2017-02-15T12:00:00,3,256.333333,270.0,2017-02-15T12:00:00
Nongzhanguan,61,2017-02-15T17:00:00,2017-02-16T07:00:00,15,265.333333,280.0,2017-02-16T02:00:00
Shunyi,1,2016-03-02T23:00:00,2016-03-03T00:00:00,2,263.0,266.0,2016-03-02T23:00:00
Shunyi,2,2016-03-03T08:00:00,2016-03-04T03:00:00,20,350.8,436.0,2016-03-04T02:00:00
Shunyi,3,2016-03-04T05:00:00,2016-03-04T22:00:00,18,375.222222,469.0,2016-03-04T21:00:00
Shunyi,4,2016-03-15T23:00:00,2016-03-16T04:00:00,6,268.166667,280.0,2016-03-16T02:00:00
Shunyi,5,2016-03-16T12:00:00,2016-03-17T00:00:00,13,280.615385,326.0,2016-03-16T22:00:00
Shunyi,6,2016-03-17T10:00:00,2016-03-18T01:00:00,16,301.5625,417.0,2016-03-17T23:00:00
Shunyi,7,2016-03-18T03:00:00,2016-03-18T09:00:00,7,317.142857,347.0,2016-03-18T04:00:00
Shunyi,8,2016-03-31T11:00:00,2016-03-31T15:00:00,5,268.0,283.0,2016-03-31T14:00:00
Shunyi,9,2016-04-06T21:00:00,2016-04-07T07:00:00,11,270.909091,283.0,2016-04-07T00:00:00
Shunyi,10,2016-04-13T08:00:00,2016-04-13T13:00:00,6,325.333333,360.0,2016-04-13T13:00:00
Shunyi,11,2016-04-30T00:00:00,2016-04-30T01:00:00,2,252.0,259.0,2016-04-30T01:00:00
Shunyi,12,2016-05-01T18:00:00,2016-05-01T19:00:00,2,287.5,325.0,2016-05-01T19:00:00
Shunyi,13,2016-05-06T01:00:00,2016-05-06T03:00:00,3,307.333333,334.0,2016-05-06T02:00:00
Shunyi,14,2016-10-14T11:00:00,2016-10-14T23:00:00,13,304.769231,397.0,2016-10-14T16:00:00
Shunyi,15,2016-10-19T12:00:00,2016-10-19T19:00:00,8,297.125,321.0,2016-10-19T16:00:00
Shunyi,16,2016-11-03T13:00:00,2016-11-03T21:00:00,9,280.444444,311.0,2016-11-03T16:00:00
Shunyi,17,2016-11-04T12:00:00,2016-11-04T17:00:00,6,281.833333,296.0,2016-11-04T13:00:00
Shunyi,18,2016-11-09T23:00:00,2016-11-09T23:00:00,1,247.0,247.0,2016-11-09T23:00:00
Shunyi,19,2016-11-25T20:00:00,2016-11-26T05:00:00,10,307.3,351.0,2016-11-26T01:00:00
Shunyi,20,2016-11-26T17:00:00,2016-11-26T17:00:00,1,248.0,248.0,2016-11-26T17:00:00
Shunyi,21,2016-11-26T20:00:00,2016-11-26T20:00:00,1,245.0,245.0,2016-11-26T20:00:00
Shunyi,22,2016-11-26T23:00:00,2016-11-27T02:00:00,4,307.5,321.0,2016-11-27T00:00:00
Shunyi,23,2016-12-03T15:00:00,2016-12-04T06:00:00,16,406.0,545.0,2016-12-03T23:00:00
Shunyi,24,2016-12-04T20:00:00,2016-12-05T02:00:00,7,313.0,337.0,2016-12-05T00:00:00
Shunyi,25,2016-12-11T19:00:00,2016-12-11T19:00:00,1,252.0,252.0,2016-12-11T19:00:00
Shunyi,26,2016-12-11T22:00:00,2016-12-11T23:00:00,2,259.0,264.0,2016-12-11T22:00:00
Shunyi,27,2016-12-12T18:00:00,2016-12-13T01:00:00,8,280.125,327.0,2016-12-12T22:00:00
Shunyi,28,2016-12-17T16:00:00,2016-12-18T04:00:00,13,313.153846,396.0,2016-12-17T20:00:00
Shunyi,29,2016-12-18T23:00:00,2016-12-19T02:00:00,4,285.5,310.0,2016-12-18T23:00:00
Shunyi,30,2016-12-19T20:00:00,2016-12-20T05:00:00,10,329.7,508.0,2016-12-19T21:00:00
Shunyi,31,2016-12-20T11:00:00,2016-12-20T11:00:00,1,254.0,254.0,2016-12-20T11:00:00
Shunyi,32,2016-12-20T13:00:00,2016-12-21T03:00:00,15,320.466667,386.0,2016-12-20T15:00:00
Shunyi,33,2016-12-21T08:00:00,2016-12-22T05:00:00,22,422.636364,523.0,2016-12-21T23:00:00
Shunyi,34,2016-12-30T22:00:00,2016-12-31T02:00:00,5,326.2,382.0,2016-12-30T22:00:00
Shunyi,35,2016-12-31T20:00:00,2017-01-02T06:00:00,35,426.4,587.0,2017-01-01T00:00:00
Shunyi,36,2017-01-02T18:00:00,2017-01-02T18:00:00,1,266.0,266.0,2017-01-02T18:00:00
Shunyi,37,2017-01-02T20:00:00,2017-01-03T03:00:00,8,293.25,364.0,2017-01-03T00:00:00
Shunyi,38,2017-01-03T17:00:00,2017-01-04T10:00:00,18,460.611111,582.0,2017-01-04T04:00:00
Shunyi,39,2017-01-04T12:00:00,2017-01-04T17:00:00,6,282.166667,332.0,2017-01-04T13:00:00
Shunyi,40,2017-01-04T20:00:00,2017-01-04T22:00:00,3,321.333333,364.0,2017-01-04T21:00:00
Shunyi,41,2017-01-05T04:00:00,2017-01-05T14:00:00,11,285.818182,319.0,2017-01-05T11:00:00
Shunyi,42,2017-01-06T02:00:00,2017-01-06T05:00:00,4,313.5,367.0,2017-01-06T03:00:00
Shunyi,43,2017-01-06T22:00:00,2017-01-07T00:00:00,3,263.333333,272.0,2017-01-06T23:00:00
Shunyi,44,2017-01-25T20:00:00,2017-01-25T20:00:00,1,253.0,253.0,2017-01-25T20:00:00
Shunyi,45,2017-01-25T22:00:00,2017-01-26T07:00:00,10,297.6,343.0,2017-01-26T00:00:00
Shunyi,46,2017-01-26T09:00:00,2017-01-26T13:00:00,5,266.2,292.0,2017-01-26T12:00:00
Shunyi,47,2017-01-27T22:00:00,2017-01-28T11:00:00,14,516.428571,762.0,2017-01-28T02:00:00
Shunyi,48,2017-01-28T20:00:00,2017-01-29T02:00:00,7,278.285714,322.0,2017-01-28T23:00:00
Shunyi,49,2017-02-03T19:00:00,2017-02-04T19:00:00,25,293.4,388.0,2017-02-04T00:00:00
Shunyi,50,2017-02-12T23:00:00,2017-02-12T23:00:00,1,265.0,265.0,2017-02-12T23:00:00
Shunyi,51,2017-02-14T17:00:00,2017-02-14T17:00:00,1,246.0,246.0,2017-02-14T17:00:00
Shunyi,52,2017-02-14T19:00:00,2017-02-15T03:00:00,9,275.777778,311.0,2017-02-15T02:00:00
Shunyi,53,2017-02-15T21:00:00,2017-02-16T02:00:00,6,259.0,272.0,2017-02-15T22:00:00
Tiantan,1,2016-03-03T10:00:00,2016-03-04T01:00:00,16,333.0,370.0,2016-03-04T01:00:00
Tiantan,2,2016-03-04T03:00:00,2016-03-04T21:00:00,19,297.105263,336.0,2016-03-04T20:00:00
Tiantan,3,2016-03-16T12:00:00,2016-03-16T14:00:00,3,262.666667,285.0,2016-03-16T13:00:00
Tiantan,4,2016-03-16T16:00:00,2016-03-16T17:00:00,2,256.5,263.0,2016-03-16T16:00:00
Tiantan,5,2016-03-16T19:00:00,2016-03-17T01:00:00,7,271.571429,285.0,2016-03-16T21:00:00
Tiantan,6,2016-03-17T10:00:00,2016-03-18T10:00:00,25,297.96,342.0,2016-03-18T04:00:00
Tiantan,7,2016-04-13T11:00:00,2016-04-13T13:00:00,3,267.333333,279.0,2016-04-13T12:00:00
Tiantan,8,2016-04-21T10:00:00,2016-04-21T12:00:00,3,261.0,271.0,2016-04-21T12:00:00
Tiantan,9,2016-05-06T01:00:00,2016-05-06T02:00:00,2,292.5,299.0,2016-05-06T02:00:00
Tiantan,10,2016-07-04T04:00:00,2016-07-04T06:00:00,3,260.333333,268.0,2016-07-04T05:00:00
Tiantan,11,2016-10-14T10:00:00,2016-10-14T10:00:00,1,285.0,285.0,2016-10-14T10:00:00
Tiantan,12,2016-10-14T13:00:00,2016-10-14T15:00:00,3,295.0,343.0,2016-10-14T14:00:00
Tiantan,13,2016-10-19T11:00:00,2016-10-19T17:00:00,7,276.142857,292.0,2016-10-19T14:00:00
Tiantan,14,2016-11-03T14:00:00,2016-11-03T19:00:00,6,268.833333,284.0,2016-11-03T14:00:00
Tiantan,15,2016-11-03T21:00:00,2016-11-03T21:00:00,1,261.0,261.0,2016-11-03T21:00:00
Tiantan,16,2016-11-04T10:00:00,2016-11-04T16:00:00,7,285.857143,330.0,2016-11-04T14:00:00
Tiantan,17,2016-11-04T19:00:00,2016-11-04T19:00:00,1,248.0,248.0,2016-11-04T19:00:00
Tiantan,18,2016-11-05T02:00:00,2016-11-05T03:00:00,2,250.0,251.0,2016-11-05T03:00:00
Tiantan,19,2016-11-25T18:00:00,2016-11-26T03:00:00,10,275.6,295.0,2016-11-26T02:00:00
Tiantan,20,2016-11-26T06:00:00,2016-11-26T14:00:00,9,297.222222,330.0,2016-11-26T10:00:00
Tiantan,21,2016-11-26T17:00:00,2016-11-27T02:00:00,10,281.7,319.0,2016-11-27T01:00:00
Tiantan,22,2016-12-03T15:00:00,2016-12-04T10:00:00,20,389.05,485.0,2016-12-04T00:00:00
Tiantan,23,2016-12-04T19:00:00,2016-12-04T23:00:00,5,263.2,278.0,2016-12-04T20:00:00
Tiantan,24,2016-12-12T00:00:00,2016-12-12T00:00:00,1,247.0,247.0,2016-12-12T00:00:00
Tiantan,25,2016-12-16T20:00:00,2016-12-17T00:00:00,5,257.0,263.0,2016-12-17T00:00:00
Tiantan,26,2016-12-17T13:00:00,2016-12-18T06:00:00,18,303.833333,355.0,2016-12-17T20:00:00
Tiantan,27,2016-12-18T18:00:00,2016-12-19T00:00:00,7,256.285714,267.0,2016-12-18T20:00:00
Tiantan,28,2016-12-19T05:00:00,2016-12-19T07:00:00,3,257.0,271.0,2016-12-19T06:00:00
Tiantan,29,2016-12-19T15:00:00,2016-12-19T15:00:00,1,253.0,253.0,2016-12-19T15:00:00
Tiantan,30,2016-12-19T20:00:00,2016-12-22T03:00:00,56,380.535714,466.0,2016-12-21T15:00:00
Tiantan,31,2016-12-29T22:00:00,2016-12-30T06:00:00,9,318.222222,376.0,2016-12-29T23:00:00
Tiantan,32,2016-12-30T10:00:00,2016-12-30T12:00:00,3,280.666667,318.0,2016-12-30T11:00:00
Tiantan,33,2016-12-30T16:00:00,2017-01-02T04:00:00,61,367.983607,527.0,2017-01-01T14:00:00
Tiantan,34,2017-01-02T11:00:00,2017-01-02T15:00:00,5,307.2,326.0,2017-01-02T12:00:00
Tiantan,35,2017-01-03T00:00:00,2017-01-04T23:00:00,48,401.354167,548.0,2017-01-04T04:00:00
Tiantan,36,2017-01-05T06:00:00,2017-01-05T11:00:00,6,266.333333,298.0,2017-01-05T07:00:00
Tiantan,37,2017-01-26T00:00:00,2017-01-26T12:00:00,13,295.384615,364.0,2017-01-26T03:00:00
Tiantan,38,2017-01-27T23:00:00,2017-01-28T10:00:00,12,466.75,808.0,2017-01-28T03:00:00
Tiantan,39,2017-01-28T12:00:00,2017-01-28T12:00:00,1,252.0,252.0,2017-01-28T12:00:00
